name,mean,geo_mean
HA04_25.tif,0.39396874372108726,0.3168969121780753
CS01_27.tif,0.4852892768454662,0.33753640868990437
CA08_07.tif,0.5917602992932013,0.5112116011223179
TA01_03.tif,0.5966225193141249,0.4156190531005448
PS11_20.tif,0.15539337433379546,8.673737516670679e-08
CA01_20.tif,0.5846353086467543,0.5640742472366802
PA06_25.tif,0.32281864110805614,0.23139892846528615
TS04_26.tif,0.2911636990388317,0.17726254507591827
TA04_23.tif,0.3651723309353544,0.21434752604291615
TA08_16.tif,0.7503764188352131,0.5915672259677932
TA05_16.tif,0.4843679623239142,0.4055948273745978
TS07_03.tif,0.05390916015139825,0.012821850396836237
KS01_13.tif,0.012279941307756594,0.010599260025037617
KS01_25.tif,0.20097847296144128,0.19138987525046872
TS12_14.tif,0.3655356502711398,0.2922412641451664
PA05_12.tif,0.420318716094796,0.2697616196863865
KS04_20.tif,0.1923032399297857,0.14620470252775722
HS06_15.tif,0.5510491317106977,0.48091124850063033
TS06_07.tif,0.45953142016014475,0.36632914188443166
HS12_18.tif,0.514716247186453,0.4738490287300938
KA04_25.tif,0.34206034361078974,0.3666460102251477
KS08_03.tif,0.09022633316426712,0.04021500799614132
HA02_23.tif,0.5842334620994937,0.5578036179949749
TA02_02.tif,0.48281172712510745,0.4994069708235729
TS11_24.tif,0.3452098388617444,0.10497106238759865
KA06_20.tif,0.5575249467079236,0.4405935014761117
HA12_10.tif,0.505037646278131,0.3505040094155117
PS03_06.tif,nan,nan
PA08_08.tif,nan,nan
TA06_04.tif,0.6905012986062674,0.6025817785892247
CS12_03.tif,0.35080530973200563,0.24769814080668287
KS11_06.tif,0.19657803137875293,0.019115900730814945
HA12_28.tif,0.598396370270269,0.5372798514750183
PA12_07.tif,0.3916609467600476,0.06713032036716186
KS01_01.tif,0.31904640673969414,0.34886131986237245
HA10_29.tif,0.47284205419554803,0.3169674665482528
TA07_05.tif,0.42708681393445824,0.35080675926926846
TA06_24.tif,0.724857161217677,0.6711453147831361
PA03_05.tif,nan,nan
KA12_28.tif,0.6321330857476634,0.6450679870776644
KS02_24.tif,0.27878198132415233,0.22804186547108413
KS02_29.tif,0.14327258038901708,0.10245258442713318
PS05_15.tif,0.3974198623832311,0.15721083897583193
PA10_17.tif,nan,nan
HS06_20.tif,0.5652748652082815,0.4072223418496838
PS11_10.tif,nan,nan
HA02_26.tif,0.6790609428859858,0.6379182142941769
PS12_25.tif,0.3958396111860546,0.24355318216006708
TA03_28.tif,0.4076175743232581,0.337801791053041
CA10_10.tif,0.5606003977643905,0.49766183219079263
HA02_15.tif,0.43730949114842244,0.3491162644638492
PS04_13.tif,nan,nan
HA03_09.tif,0.6417350171451374,0.4793707709871233
TA03_09.tif,0.39244365931363295,0.31620608190441696
KA05_25.tif,0.4620022035565829,0.3285625199177582
HA12_20.tif,0.6533669536615048,0.6002469650934168
TA12_28.tif,0.5696380378958212,0.4364298959959302
HA01_01.tif,0.6183648781305822,0.6436785064939358
PS05_04.tif,nan,nan
HS06_17.tif,0.5826232385996577,0.5024613265418992
CS08_12.tif,0.3963403829396748,0.37797991423890287
PA12_23.tif,0.15010293066730643,5.6686881970298206e-08
HS12_05.tif,0.3510843303087999,0.16047466072068609
CS08_21.tif,0.11021902138980233,0.15176414284083248
PS12_23.tif,0.4130873388417129,0.30184654962813506
CS12_06.tif,0.3913943571140503,0.3281653194511838
KA03_07.tif,0.2940532287049535,0.23027330688010578
TS12_30.tif,0.3974399552993254,0.16650145430930652
HS05_05.tif,0.36938492014823043,0.05938836023758513
CS08_14.tif,0.15093728966538777,4.160855613271924e-09
TA06_08.tif,0.704089404284876,0.645263457022621
TS03_08.tif,0.2814287171799493,0.14469325482167003
KA03_14.tif,0.27093614715004605,0.15969045583376976
PA05_19.tif,0.4307046097706184,0.3410301719683441
TS04_17.tif,0.29917425240143675,0.1820174024941671
CS10_06.tif,0.18092399668078246,0.1361483152051794
PS05_07.tif,nan,nan
HS10_11.tif,0.3796648379064201,0.28652262044205173
PS05_19.tif,0.4579967153355992,0.3121733002878133
KS01_14.tif,0.012076350903646855,0.014571331904460454
PS04_09.tif,nan,nan
CA05_26.tif,0.3443515215088465,0.008942305398274824
TS06_25.tif,0.4660340502964303,0.3678546505431651
PA02_02.tif,nan,nan
KA07_05.tif,0.4709142686157705,0.34965489093282126
PA05_20.tif,0.3651005336060693,0.20054583813929708
CA10_17.tif,0.49471127100066964,0.340564607064718
HA03_05.tif,0.39760611625454223,0.3420383409754107
HA04_02.tif,0.45939879295752917,0.34740972686644855
CA04_22.tif,0.39502987425343883,0.314385456364201
TA04_05.tif,0.3865483532494747,0.2700817100440982
HA11_18.tif,0.17767053856721404,0.004483537829448227
HS04_25.tif,0.2685702387514165,0.05415018035227863
CS02_13.tif,0.5350195476533288,0.48099354913871095
KA08_17.tif,0.6388137489432355,0.5002175732836261
PS02_25.tif,0.13242844898435857,0.07604298332615943
PA07_13.tif,0.3562551488994741,0.13096805789187918
HS11_08.tif,0.36522802716616787,0.02063164688081149
HA02_30.tif,0.6661090118775366,0.5762138367357543
TS04_10.tif,0.2908426547656862,0.17328951618284566
KS10_16.tif,0.32309192637363715,0.1701301568909436
CS12_18.tif,0.35872907188145026,0.307084259977072
TA02_13.tif,0.4086154988279096,0.3789554474761728
CS03_25.tif,0.3743617960748282,0.28069073000492517
CS11_25.tif,0.38388139899557183,0.1130761851609727
CS08_23.tif,0.1553914588117676,0.19511058126743955
KS07_27.tif,0.012583806369098463,0.00011649763390684931
HS02_11.tif,0.43788632740580435,0.30279218531141083
KA02_13.tif,0.35086460650848933,0.2955946675666141
CS06_24.tif,0.5384632274567664,0.4255558700033396
CS02_30.tif,0.4564325915833245,0.3852761438932446
KA03_26.tif,0.3022734685036407,0.2030749422115622
PA11_14.tif,0.5542720899179556,0.36260414827542914
KA03_12.tif,0.3157111979762972,0.239724201056113
HS12_03.tif,0.4326235980747404,0.05002066254505103
HS10_20.tif,0.4397206206273932,0.2342518788925164
KS01_29.tif,0.2887673152582208,0.263322048908855
CS10_07.tif,0.17699969271643523,0.12490320232581255
TA08_13.tif,0.7416077646878936,0.5552484292282622
KS07_04.tif,0.009353197139182999,9.050538494420004e-06
HS01_13.tif,0.6242156122027246,0.45726691966268296
CS01_06.tif,0.17587031894044555,0.048704141844572106
KS05_03.tif,0.06447600205114186,0.0700699784055219
PS04_16.tif,0.2786436461220808,0.06183814080789998
TS06_22.tif,0.5143911312563236,0.3693029094092401
HA12_27.tif,0.5875378100291097,0.49798455401041086
KA06_25.tif,0.5274493808457017,0.47735258886668275
TS05_06.tif,0.32757196990089354,0.26989645596431716
HA03_25.tif,0.6024786416988689,0.5156942951511984
HA12_21.tif,0.52743116436633,0.33333967806105635
KS01_09.tif,0.019790319980361466,0.0062991271825542225
HS02_30.tif,0.4859565948221426,0.31991478005554197
TA03_23.tif,0.3449802604033102,0.27979957993868465
HA08_04.tif,0.6841110085104348,0.5486746565464242
CS12_22.tif,0.45099013123741516,0.3977280521737459
KA03_29.tif,0.2724717171414772,0.14113459212157517
TS03_06.tif,0.27111155755942,0.10857860578138008
TA03_30.tif,0.48142149935110323,0.45238368587619326
KS07_29.tif,0.00963743993877532,0.00021986974780255914
HS05_14.tif,0.4914824614934678,0.2958768225068835
PS12_13.tif,0.1728128000773634,0.001266982378875643
TS05_04.tif,0.2107644822581997,0.131721454024758
TS04_27.tif,0.30183397484828245,0.20503805941673617
CS07_01.tif,0.044348959230788645,0.0053981567826507084
TS08_17.tif,0.3594071958550665,0.26292000292021
CA08_14.tif,0.5818775326220191,0.5242786798217363
CA08_26.tif,0.5008512630553847,0.394941043676717
HA01_24.tif,0.6006198992457804,0.38122792185840687
TA03_18.tif,0.3442404451363209,0.27347252971943325
CA12_20.tif,0.45221266312036795,0.45923999347851974
TA11_18.tif,0.5625290433434597,0.433224551008027
HS05_26.tif,0.48890245454056425,0.3255729474153567
CA02_19.tif,0.375501583506538,0.20295175492688114
TA04_28.tif,0.3876981662928026,0.2319542843617552
CA12_28.tif,0.41575354478209403,0.37640753168546864
PS05_10.tif,0.14346838681337992,7.174768797331849e-10
TS07_13.tif,0.08176146395826772,0.030394446802722824
HS03_22.tif,0.1360538189648152,0.17661927140173056
CS12_02.tif,0.4097402626949296,0.34141952534111686
HA11_04.tif,0.4806057975535022,0.307321996375375
HS01_21.tif,0.6433260294315225,0.5268708229423334
KA11_18.tif,0.42396512718247936,0.28594001058614454
KA12_04.tif,0.8254322920916191,0.8404062473320196
HS08_30.tif,0.4265660590507047,0.2600979813306664
HA05_01.tif,0.493569237225011,0.43534569852927524
KS01_07.tif,0.015851491056030155,0.004518445724490371
PA11_22.tif,0.5201773413945573,0.32471587520861706
KA06_09.tif,0.6112688758468912,0.5514416603959581
PA08_27.tif,0.513432765113401,0.34646071493577735
HS12_30.tif,0.5173635160199196,0.32495246819147755
TA07_13.tif,0.3620823630902661,0.30379687224319857
CS03_24.tif,0.32493739634698604,0.22152747428619324
PS04_19.tif,0.3160071005043282,0.1482491701741033
KS02_01.tif,0.1259146033791101,0.08092403613372454
KS06_17.tif,0.26211652042869193,0.002874031044813742
CS03_06.tif,0.4747239553743916,0.3096903483435784
CA04_04.tif,0.42630929260945494,0.33412148902739164
KS10_05.tif,0.280526667129411,0.1162874828653534
CS12_30.tif,0.3028205132335554,0.23303219052322552
TS07_02.tif,0.053123946725139044,0.010733287810844695
KA04_29.tif,0.40492467025042506,0.3358207531857067
TS08_27.tif,0.3836493465014424,0.34953332770460493
PS08_01.tif,nan,nan
TA02_25.tif,0.35971864730898045,0.28635351020129085
TS02_02.tif,0.4090550024939795,0.3923768996643969
PA12_16.tif,0.5095921401339611,0.39769249575649906
KA10_10.tif,0.35469374316019964,0.3207565821691861
CA08_03.tif,0.6020648926003879,0.542570185481781
HS02_27.tif,0.468345800081739,0.028523064726381865
CA01_26.tif,0.5030040905363683,0.42529668870012066
PS12_20.tif,0.3888699864069042,0.2656489464204096
TA06_26.tif,0.7109006136481621,0.6358085469978287
TA04_29.tif,0.38617688060803884,0.251832494934375
TS01_05.tif,0.5311376035162971,0.4811754654901708
CA07_07.tif,0.29042253559675163,0.2524880234033592
HA07_10.tif,0.08067793292413634,0.00720114476481875
KS11_09.tif,0.15757587055038735,0.0006562870282112619
PA08_26.tif,0.4435188577623458,0.3200006819702744
CA04_26.tif,0.44799150222434625,0.38055572590209785
PA01_28.tif,0.7196419249948613,0.6073798396011839
HS02_28.tif,0.45799210567887555,0.19642988809842662
KS10_01.tif,0.27555200941416896,0.07687765276502775
KA12_21.tif,0.4174254529648142,0.43301830485647574
CS01_05.tif,0.08097974171062916,0.0617003298094613
HS02_17.tif,0.49158867574298704,0.14956773922511118
HS12_19.tif,0.4984433083080951,0.4123374322394123
KS03_16.tif,0.12030391062077289,0.11647173747928125
PS03_16.tif,0.3372069469630784,0.21679769141424302
PS04_05.tif,0.31867102636667977,0.005799005560854094
HA03_16.tif,0.43553001686321013,0.37350563593537117
HS10_04.tif,0.17990776543704906,0.052680431018251615
CS10_17.tif,0.1769006585951198,0.11713014892141133
PS06_18.tif,0.5145242703724031,0.40235737759596873
PS06_17.tif,0.4813102323577271,0.38673550172067195
KS06_02.tif,0.5296948971117647,0.506702785268327
CA06_24.tif,0.6463705682567066,0.5936379139676577
PS06_24.tif,0.40211826356700087,0.1995336050177012
PA02_15.tif,0.34560328223053777,0.19160522249592638
CS05_19.tif,0.3714961567396253,0.3216548618146605
KS07_03.tif,0.009333666253857346,8.657622064234898e-06
HA10_20.tif,0.5247553960532682,0.3955020189683028
KA11_16.tif,0.41886794549971607,0.2822051255027099
TS05_25.tif,0.21133645595950848,0.08394019861016006
CA05_24.tif,0.38161243924623656,0.019784158487621484
CS11_20.tif,0.3750560559990512,0.10461186832795276
TA08_05.tif,0.7299060242507058,0.6178618280978422
KA02_23.tif,0.4038105533692429,0.19714328650916207
HA05_25.tif,0.5253026424062799,0.4413703455798056
CS08_15.tif,0.14650823359805568,5.712598150489179e-10
CS01_18.tif,0.39795941755789055,0.3005592312311681
TS02_08.tif,0.5172529888522824,0.4847275143968449
PA05_30.tif,0.5092545109152424,0.38678141258225557
PS04_18.tif,0.3151502556835503,0.1418469010055806
TA12_26.tif,0.6017469533671234,0.44060991597993715
CS03_22.tif,0.3543307661742844,0.21428517849635997
PA10_03.tif,0.39477879365613766,0.13527636224053774
KA08_01.tif,0.47077569856010393,0.37677111413537423
PS03_22.tif,0.27981924564203864,0.18687938945014176
KA01_01.tif,0.1777860449944314,0.21421081476881182
HA11_07.tif,0.35179100136951813,0.030517414813581677
CA05_12.tif,0.32176258438987376,0.29508776616744775
KA06_14.tif,0.5496360755869106,0.4272117765645322
HS02_18.tif,0.5012522034706812,0.2313385971891512
PA11_21.tif,0.5216631002741726,0.3292559111725089
TS08_25.tif,0.3196546026598215,0.25231835922698875
PA10_01.tif,0.39531328288569323,0.15541615488485902
PA05_18.tif,0.3827363581737165,0.2659380390371425
TA04_21.tif,0.37100980157592056,0.2587399984698731
HA04_28.tif,0.39321954170476775,0.3045655650032737
HA11_20.tif,0.4421670950268155,0.12234550821254074
TS10_17.tif,0.38231308593206714,0.26883001981662563
KA10_17.tif,0.363748862454074,0.31750018614556014
PA07_02.tif,0.14928397873353683,4.994278478602505e-08
TS01_03.tif,0.5507905115277787,0.4518709921737967
CS12_08.tif,0.37616781728123194,0.3386120025203483
CA05_14.tif,0.5783751830046482,0.469087650598065
PS08_14.tif,0.030708147136647997,0.0029654495830702746
PS08_20.tif,0.011144194023965028,0.005171445328742208
TA05_09.tif,0.5406062455615374,0.47092647976024316
CS10_12.tif,0.1675538794107526,0.11163594214204355
HA10_04.tif,0.46824880566975924,0.3943060968689097
HS03_15.tif,0.4009503915932792,0.3854792258817034
KS03_03.tif,0.12267553235569058,0.08239599134420601
PS10_20.tif,0.15165063687878816,0.00025373916455474966
CA10_02.tif,0.44740953975713665,0.26097765728684824
HS02_12.tif,0.44866662462097007,0.29779011719586646
CS07_05.tif,0.027138299678807355,0.00973213043437819
KA06_01.tif,0.668285993810465,0.6472533918487746
PS10_24.tif,0.034712234470464814,0.0001156194953415885
KS02_04.tif,0.11158615362716316,0.08793811524190889
PA12_15.tif,0.41436329953619777,0.2069632671157882
CA04_24.tif,0.42409205151249496,0.35665180183838463
PA05_08.tif,0.14293872351910722,6.40304200120806e-11
TS04_01.tif,0.2709365251824401,0.05729340831956355
CS12_10.tif,0.3900121755535815,0.35605732287824365
KS01_02.tif,0.3614362170915617,0.3609904856070215
PS03_25.tif,0.25847183099447446,0.17201058599767427
PA02_25.tif,0.15301743088759395,3.780597606155849e-08
KS11_27.tif,0.17935143222608796,0.16491599376754704
CS02_06.tif,0.6390396504450602,0.6066640895488508
TA07_16.tif,0.4146144513231879,0.3443964318193159
KS03_19.tif,0.11690940015122042,0.11451886388182776
CS11_09.tif,0.42555012019514504,0.1082496481549969
HS11_30.tif,0.20811170242685773,0.08527084934735198
KA07_08.tif,0.4517629182086793,0.34686011201695216
PS02_15.tif,0.4504066051765807,0.3312653952215031
TS03_26.tif,0.28071767152327654,0.12605594986795104
CA11_01.tif,0.5332511731392049,0.3886729832020627
KS06_15.tif,0.2663842564084939,0.010327173315947007
PS06_22.tif,0.5370721322694598,0.44739310157383355
PA06_15.tif,0.3330445738187921,0.22739731556153597
KS06_10.tif,0.08132722513332287,0.02684410901672971
HA06_06.tif,0.3772305723969265,0.27714356763153597
CS06_29.tif,0.6074858718870181,0.46022290586418874
KA10_15.tif,0.2946111136923173,0.2124510413360387
TA11_29.tif,0.5258769221823243,0.3660368723262109
KS08_26.tif,0.03726290959249787,0.06881654377397604
CS04_16.tif,0.1998047085417304,0.1365055229204981
PS04_17.tif,0.2863493933901693,0.10624949755085748
TA08_24.tif,0.7378627782392797,0.5911275327805012
HA03_07.tif,0.4674186284343337,0.35930360860178706
