name,rms_contrast,michelson_contrast,hbs_brightness,bezryadinetal_brightness,L1_norm,energy_Laplacian,kryszczuk_drygajlo_sharpness,gao_sharpness,tenengrad_sharpness,adaptive_tenengrad_sharpness,illumination
HA04_25.tif,0.2204411805986599,0.7549722668004119,0.5905987094374205,0.7551025614603825,1.6311473004694836,6.570026408450704,112.625640509254,34.60494424882629,120.17970379641218,54.78100601942905,62.89765400148613
CS01_27.tif,0.2052413678581627,0.5688291808063725,0.729498596576365,0.9840487911588258,0.9706895647155523,4.106451443661356,111.32665635040462,19.27393714695441,116.1663079632166,61.691218583803206,99.91393748162037
CA08_07.tif,0.25075855441941536,0.6899990507408548,0.7839978985447423,1.058291895129008,1.7145262929161234,10.183018252933508,111.80776417820785,25.43989026510213,120.4059274059274,62.83319458319458,99.59706432924824
TA01_03.tif,0.21799000027074597,0.6493346145142733,0.7135241637828604,0.9311371532797196,1.0557374343173127,4.079479490494924,106.72094100207666,25.610443203389366,118.57513841657064,60.72336359292881,91.79382707714252
PS11_20.tif,0.3997531096065495,1.0,0.31621222739596483,0.42851494417807956,0.7195819631514934,2.7086805711969006,49.61249238707713,8.404477679174738,45.50823095935137,18.294107453920308,38.90044789953785
CA01_20.tif,0.22547740219349413,0.6453601888426271,0.6990922627973141,0.9100984490523147,2.5397270114942527,15.412140804597701,115.96170664093546,30.873682950191572,123.35965897987101,63.71084131326949,94.05221550252114
PA06_25.tif,0.28610945322628617,1.0,0.5875169167899108,0.7585836502155561,1.6792266803840878,7.504415294924554,91.57696317931098,22.08439071787837,106.02740620375475,52.36629138496358,67.38664967959221
TS04_26.tif,0.18759960910900816,0.5219319008729478,0.6849349135918049,0.9212808826024211,1.0161015020482476,3.117649066909422,107.74401080190283,25.07675238962221,119.75843253968254,53.26859542266519,89.58863766310233
TA04_23.tif,0.22071389232582161,0.7146861327229811,0.6043498744378688,0.7712626416794826,0.9531481060175179,2.597244340803094,111.1951122379547,40.38324707086793,121.21842515592516,52.616770616770616,68.0310902342218
TA08_16.tif,0.28442750700859126,0.8005115869654266,0.7423515553495719,0.995763402625051,1.6401196668100582,9.828809980055532,96.25949810761821,22.18090805991162,120.2231581043409,60.54129828753484,86.18398258568885
TA05_16.tif,0.1931173600149706,0.6314345736793378,0.7779725860900903,1.054383705622046,1.3651685393258426,7.430154873975098,94.46984750468593,19.439686877889127,120.86617495711835,57.75826758147513,91.40455814858825
TS07_03.tif,0.15690352484502823,0.40016504348470683,0.8624731777936772,1.178316424602559,0.675757837713232,2.722668856615952,116.03636054138494,18.646251152604886,108.07073470462592,44.09070427480469,118.76743533441241
KS01_13.tif,0.1554976366773977,0.3285697065480894,0.9090200127737194,1.2215678043824483,0.6374104321161488,2.345599048781251,128.74461154031343,15.378797834725743,90.95366070860632,46.09554099611984,134.83855098828312
