name,rms_contrast,michelson_contrast,hbs_brightness,bezryadinetal_brightness,L1_norm,energy_Laplacian,kryszczuk_drygajlo_sharpness,gao_sharpness,tenengrad_sharpness,adaptive_tenengrad_sharpness,illumination
HA04_25.tif,0.9948846700323435,0.8661248776778953,0.9792027328467051,0.9122938143662814,0.06247607403335845,0.04620093692917372,0.7880761863655105,0.8475977323730265,0.821231333870704,0.15796733319297787,0.5055818270843021
CS01_27.tif,0.877680530182408,0.20768359824334123,0.5119597089004393,0.5650027460295407,0.03061759529030853,0.029985880071404628,0.7232734183884981,0.036638939883814906,0.1016217172713025,0.9998487988844292,0.7036388301826896
CA08_07.tif,0.7741039277052788,0.6260149548748116,0.23911615976869482,0.2989388509031171,0.06796724577891824,0.08272748846275764,0.7477765988021977,0.20928991998249882,0.863183595528226,0.9445591393581085,0.7137396144771274
TA01_03.tif,0.986099146751595,0.46468336944522204,0.6062275021015383,0.7702269404568104,0.03371655981900086,0.029839608713140328,0.4798006016926646,0.21762150741617986,0.46837556268349934,0.9682268431468548,0.9237402559512825
PS11_20.tif,1.3847892085272965e-05,0.550909221925689,0.015098894887689507,0.037366406907332304,0.02285154288406893,0.023169299346820445,3.1269706860047577e-09,0.0003531011487978303,4.658726786720626e-180,8.09824219655394e-33,0.04749497606267242
CA01_20.tif,0.999407734907249,0.44957935819700523,0.6914859326819256,0.8427149812516314,0.1458676040306441,0.17250497814927154,0.9248179203148829,0.5695844567381652,0.8503116311649231,0.843242035717835,0.8732148625229054
PA06_25.tif,0.24874737789772683,0.550909221925689,0.972709716564723,0.9209962787045209,0.0655963099431635,0.054028917236648745,0.03871361885194149,0.08782680394611786,1.990185157548159e-08,0.034178054520256844,0.6521583707496299
TS04_26.tif,0.6149144578908381,0.11386128142145578,0.7715978739944457,0.8052706837298801,0.03224052407981451,0.025008918376474783,0.5331733569825132,0.19228150523501755,0.7341387156599598,0.06389843940111752,0.9618861569562788
TA04_23.tif,0.9955984479212897,0.7239223709321253,0.9975415788820003,0.9492335358911536,0.030009705620263193,0.022688848572990354,0.7164892116671474,0.984379279076284,0.9724008361873179,0.040923533310296016,0.6731545709260058
TA08_16.tif,0.26800589091303567,0.9730941963623676,0.4389758225753662,0.5190727684132097,0.0630489444412898,0.07834661450318932,0.10207992882846591,0.09028861524713463,0.8295951381365889,0.9544954820575711,0.9955693824177245
TA05_16.tif,0.7041907386350361,0.3982302951486219,0.26379218781061,0.3109480923837966,0.047340534997091115,0.0533689764573163,0.07190920897955796,0.03872127143616284,0.9341185718043127,0.5545437762036578,0.9313288014860609
TS07_03.tif,0.1932115276731266,0.015196210561230302,0.04837231784799134,0.06488553249487408,0.021687863373844474,0.02323022790009168,0.9272129697581825,0.02959351352437673,1.444911473104923e-06,5.539742894554889e-06,0.17720466240137647
KS01_13.tif,0.1802563068454184,0.0034257046323441986,0.014171536921149001,0.032174392261041615,0.020712226530613217,0.021635599074323275,0.7637478772909616,0.008740339772843438,4.271828937701451e-30,7.525783090552216e-05,0.023983203693453383
KS01_25.tif,0.5128167362714033,0.0630575288860011,0.07396422087376825,0.14601857471992424,0.0570504871710823,0.06267039235643986,0.7548157565692184,0.06987133445906583,0.5008217162606944,0.562703582751014,0.11548238785231009
TS12_14.tif,0.49329234244127956,0.36198716817472915,0.7410500076585683,0.812073880694321,0.0855235836552344,0.06685207227034501,0.6046713677040471,0.4303404424190098,0.9734983652671522,0.09375165763145951,0.9395517030080256
PA05_12.tif,0.5174821218710032,0.6425906702547785,0.4088529278459042,0.46547079827260307,0.02143894007439191,0.023540384101638435,0.03386051725540264,0.00992800486111417,0.0006972144824651718,0.10360418255762521,0.9115396274651418
KS04_20.tif,0.5676037811681751,0.10872409785480137,0.5389670312125155,0.5955563953529504,0.02300561084945249,0.019757232700573467,0.7456746419413983,0.643589488445562,0.9999034092696577,0.05290617868150795,0.5878254504822601
HS06_15.tif,0.9974318796110807,0.9998117430087926,0.9902922805867621,0.9367845577703633,0.07588103683173157,0.0816710314708698,0.19809970722412665,0.015425234805404923,0.4504458821256053,0.5512899723270887,0.5714237800360399
