name, eval
01_alb_id.tif,4
CA01_01.tif,3
CA01_02.tif,3
CA01_03.tif,2
CA01_04.tif,3
CA01_05.tif,3
CA01_06.tif,3
CA01_07.tif,3
CA01_08.tif,3
CA01_09.tif,2
CA01_10.tif,2
CA01_11.tif,2
CA01_12.tif,2
CA01_13.tif,2
CA01_14.tif,3
CA01_15.tif,2
CA01_16.tif,3
CA01_17.tif,3
CA01_18.tif,4
CA01_19.tif,4
CA01_20.tif,3
CA01_21.tif,3
CA01_22.tif,3
CA01_23.tif,3
CA01_24.tif,4
CA01_25.tif,3
CA01_26.tif,2
CA01_27.tif,2
CA01_28.tif,2
CA01_29.tif,2
CA01_30.tif,3
CS01_01.tif,1
CS01_02.tif,1
CS01_03.tif,1
CS01_04.tif,1
CS01_05.tif,2
CS01_06.tif,1
CS01_07.tif,1
CS01_08.tif,1
CS01_09.tif,1
CS01_10.tif,1
CS01_11.tif,1
CS01_12.tif,1
CS01_13.tif,1
CS01_14.tif,1
CS01_15.tif,2
CS01_16.tif,1
CS01_17.tif,1
CS01_18.tif,1
CS01_19.tif,3
CS01_20.tif,3
CS01_21.tif,2
CS01_22.tif,3
CS01_23.tif,2
CS01_24.tif,1
CS01_25.tif,4
CS01_26.tif,2
CS01_27.tif,2
CS01_28.tif,1
CS01_29.tif,3
CS01_30.tif,3
HA01_01.tif,3
HA01_02.tif,3
HA01_03.tif,3
HA01_04.tif,3
HA01_05.tif,3
HA01_06.tif,3
HA01_07.tif,3
HA01_08.tif,3
HA01_09.tif,3
HA01_10.tif,3
HA01_11.tif,3
HA01_12.tif,3
HA01_13.tif,3
HA01_14.tif,3
HA01_15.tif,3
HA01_16.tif,2
HA01_17.tif,3
HA01_18.tif,3
HA01_19.tif,3
HA01_20.tif,3
HA01_21.tif,2
HA01_22.tif,1
HA01_23.tif,1
HA01_24.tif,1
HA01_25.tif,1
HA01_26.tif,1
HA01_27.tif,1
HA01_28.tif,1
HA01_29.tif,1
HA01_30.tif,1
HS01_01.tif,4
HS01_02.tif,4
HS01_03.tif,4
HS01_04.tif,5
HS01_05.tif,5
HS01_06.tif,3
HS01_07.tif,2
HS01_08.tif,1
HS01_09.tif,1
HS01_10.tif,1
HS01_11.tif,1
HS01_12.tif,1
HS01_13.tif,1
HS01_14.tif,1
HS01_15.tif,1
HS01_16.tif,1
HS01_17.tif,1
HS01_18.tif,1
HS01_19.tif,1
HS01_20.tif,1
HS01_21.tif,3
HS01_22.tif,3
HS01_23.tif,1
HS01_24.tif,2
HS01_25.tif,4
HS01_26.tif,3
HS01_27.tif,2
HS01_28.tif,3
HS01_29.tif,2
HS01_30.tif,2
KA01_01.tif,1
KA01_02.tif,1
KA01_03.tif,1
KA01_04.tif,1
KA01_05.tif,2
KA01_06.tif,2
KA01_07.tif,3
KA01_08.tif,3
KA01_09.tif,4
KA01_10.tif,4
KA01_11.tif,4
KA01_12.tif,3
KA01_13.tif,1
KA01_14.tif,1
KA01_15.tif,2
KA01_16.tif,1
KA01_17.tif,1
KA01_18.tif,1
KA01_19.tif,1
KA01_20.tif,1
KA01_21.tif,2
KA01_22.tif,1
KA01_23.tif,2
KA01_24.tif,1
KA01_25.tif,1
KA01_26.tif,3
KA01_27.tif,2
KA01_28.tif,1
KA01_29.tif,3
KA01_30.tif,2
KS01_01.tif,3
KS01_02.tif,3
KS01_03.tif,2
KS01_04.tif,2
KS01_05.tif,1
KS01_06.tif,1
KS01_07.tif,1
KS01_08.tif,1
KS01_09.tif,1
