name, eval
05_aze_passport.tif,4
CA05_01.tif,3
CA05_02.tif,3
CA05_03.tif,3
CA05_04.tif,3
CA05_05.tif,4
CA05_06.tif,3
CA05_07.tif,2
CA05_08.tif,3
CA05_09.tif,3
CA05_10.tif,2
CA05_11.tif,2
CA05_12.tif,3
CA05_13.tif,2
CA05_14.tif,2
CA05_15.tif,1
CA05_16.tif,1
CA05_17.tif,1
CA05_18.tif,1
CA05_19.tif,1
CA05_20.tif,1
CA05_21.tif,1
CA05_22.tif,1
CA05_23.tif,1
CA05_24.tif,1
CA05_25.tif,1
CA05_26.tif,1
CA05_27.tif,1
CA05_28.tif,1
CA05_29.tif,1
CA05_30.tif,1
CS05_01.tif,2
CS05_02.tif,2
CS05_03.tif,3
CS05_04.tif,3
CS05_05.tif,3
CS05_06.tif,3
CS05_07.tif,3
CS05_08.tif,3
CS05_09.tif,3
CS05_10.tif,3
CS05_11.tif,3
CS05_12.tif,3
CS05_13.tif,3
CS05_14.tif,3
CS05_15.tif,2
CS05_16.tif,2
CS05_17.tif,3
CS05_18.tif,2
CS05_19.tif,3
CS05_20.tif,2
CS05_21.tif,3
CS05_22.tif,3
CS05_23.tif,3
CS05_24.tif,2
CS05_25.tif,3
CS05_26.tif,3
CS05_27.tif,3
CS05_28.tif,3
CS05_29.tif,3
CS05_30.tif,3
HA05_01.tif,3
HA05_02.tif,4
HA05_03.tif,3
HA05_04.tif,3
HA05_05.tif,3
HA05_06.tif,3
HA05_07.tif,3
HA05_08.tif,3
HA05_09.tif,3
HA05_10.tif,3
HA05_11.tif,3
HA05_12.tif,3
HA05_13.tif,2
HA05_14.tif,3
HA05_15.tif,3
HA05_16.tif,3
HA05_17.tif,3
HA05_18.tif,3
HA05_19.tif,3
HA05_20.tif,4
HA05_21.tif,3
HA05_22.tif,3
HA05_23.tif,3
HA05_24.tif,3
HA05_25.tif,3
HA05_26.tif,3
HA05_27.tif,3
HA05_28.tif,3
HA05_29.tif,3
HA05_30.tif,3
HS05_01.tif,1
HS05_02.tif,1
HS05_03.tif,1
HS05_04.tif,2
HS05_05.tif,1
HS05_06.tif,1
HS05_07.tif,2
HS05_08.tif,2
HS05_09.tif,2
HS05_10.tif,2
HS05_11.tif,2
HS05_12.tif,2
HS05_13.tif,2
HS05_14.tif,2
HS05_15.tif,2
HS05_16.tif,2
HS05_17.tif,2
HS05_18.tif,2
HS05_19.tif,2
HS05_20.tif,1
HS05_21.tif,1
HS05_22.tif,2
HS05_23.tif,1
HS05_24.tif,2
HS05_25.tif,3
HS05_26.tif,2
HS05_27.tif,2
HS05_28.tif,2
HS05_29.tif,2
HS05_30.tif,2
KA05_01.tif,3
KA05_02.tif,3
KA05_03.tif,3
KA05_04.tif,3
KA05_05.tif,3
KA05_06.tif,3
KA05_07.tif,3
KA05_08.tif,3
KA05_09.tif,2
KA05_10.tif,2
KA05_11.tif,2
KA05_12.tif,2
KA05_13.tif,2
KA05_14.tif,2
KA05_15.tif,2
KA05_16.tif,3
KA05_17.tif,2
KA05_18.tif,3
KA05_19.tif,2
KA05_20.tif,2
KA05_21.tif,3
KA05_22.tif,3
KA05_23.tif,3
KA05_24.tif,3
KA05_25.tif,3
KA05_26.tif,3
KA05_27.tif,3
KA05_28.tif,3
KA05_29.tif,3
KA05_30.tif,2
KS05_01.tif,2
