name, eval
03_aut_id_old.tif,4
CA03_01.tif,2
CA03_02.tif,2
CA03_03.tif,2
CA03_04.tif,3
CA03_05.tif,2
CA03_06.tif,2
CA03_07.tif,2
CA03_08.tif,2
CA03_09.tif,2
CA03_10.tif,3
CA03_11.tif,1
CA03_12.tif,3
CA03_13.tif,3
CA03_14.tif,3
CA03_15.tif,2
CA03_16.tif,2
CA03_17.tif,2
CA03_18.tif,1
CA03_19.tif,2
CA03_20.tif,3
CA03_21.tif,2
CA03_22.tif,2
CA03_23.tif,3
CA03_24.tif,3
CA03_25.tif,2
CA03_26.tif,3
CA03_27.tif,3
CA03_28.tif,2
CA03_29.tif,1
CA03_30.tif,1
CS03_01.tif,2
CS03_02.tif,2
CS03_03.tif,2
CS03_04.tif,2
CS03_05.tif,2
CS03_06.tif,2
CS03_07.tif,2
CS03_08.tif,1
CS03_09.tif,1
CS03_10.tif,1
CS03_11.tif,1
CS03_12.tif,1
CS03_13.tif,1
CS03_14.tif,1
CS03_15.tif,1
CS03_16.tif,1
CS03_17.tif,2
CS03_18.tif,2
CS03_19.tif,2
CS03_20.tif,2
CS03_21.tif,2
CS03_22.tif,2
CS03_23.tif,2
CS03_24.tif,3
CS03_25.tif,3
CS03_26.tif,3
CS03_27.tif,3
CS03_28.tif,2
CS03_29.tif,3
CS03_30.tif,3
HA03_01.tif,3
HA03_02.tif,2
HA03_03.tif,2
HA03_04.tif,3
HA03_05.tif,3
HA03_06.tif,3
HA03_07.tif,3
HA03_08.tif,1
HA03_09.tif,2
HA03_10.tif,3
HA03_11.tif,1
HA03_12.tif,3
HA03_13.tif,3
HA03_14.tif,3
HA03_15.tif,3
HA03_16.tif,3
HA03_17.tif,2
HA03_18.tif,3
HA03_19.tif,3
HA03_20.tif,4
HA03_21.tif,3
HA03_22.tif,3
HA03_23.tif,3
HA03_24.tif,3
HA03_25.tif,2
HA03_26.tif,2
HA03_27.tif,2
HA03_28.tif,3
HA03_29.tif,1
HA03_30.tif,1
HS03_01.tif,2
HS03_02.tif,2
HS03_03.tif,3
HS03_04.tif,3
HS03_05.tif,2
HS03_06.tif,3
HS03_07.tif,2
HS03_08.tif,3
HS03_09.tif,2
HS03_10.tif,3
HS03_11.tif,2
HS03_12.tif,3
HS03_13.tif,2
HS03_14.tif,3
HS03_15.tif,2
