name, eval
04_aut_id.tif,4
CA04_01.tif,3
CA04_02.tif,2
CA04_03.tif,3
CA04_04.tif,2
CA04_05.tif,3
CA04_06.tif,2
CA04_07.tif,3
CA04_08.tif,2
CA04_09.tif,3
CA04_10.tif,3
CA04_11.tif,3
CA04_12.tif,3
CA04_13.tif,3
CA04_14.tif,3
CA04_15.tif,3
CA04_16.tif,3
CA04_17.tif,3
CA04_18.tif,3
CA04_19.tif,2
CA04_20.tif,3
CA04_21.tif,2
CA04_22.tif,3
CA04_23.tif,3
CA04_24.tif,3
CA04_25.tif,3
CA04_26.tif,3
CA04_27.tif,3
CA04_28.tif,2
CA04_29.tif,3
CA04_30.tif,3
CS04_01.tif,2
CS04_02.tif,2
CS04_03.tif,1
CS04_04.tif,2
CS04_05.tif,2
CS04_06.tif,2
CS04_07.tif,2
CS04_08.tif,1
CS04_09.tif,2
CS04_10.tif,1
CS04_11.tif,1
CS04_12.tif,2
CS04_13.tif,3
CS04_14.tif,2
CS04_15.tif,2
CS04_16.tif,2
CS04_17.tif,2
CS04_18.tif,2
CS04_19.tif,1
CS04_20.tif,1
CS04_21.tif,1
CS04_22.tif,1
CS04_23.tif,1
CS04_24.tif,2
CS04_25.tif,2
CS04_26.tif,3
CS04_27.tif,2
CS04_28.tif,2
CS04_29.tif,1
CS04_30.tif,2
HA04_01.tif,2
HA04_02.tif,3
HA04_03.tif,3
HA04_04.tif,4
HA04_05.tif,3
HA04_06.tif,3
HA04_07.tif,4
HA04_08.tif,3
HA04_09.tif,3
HA04_10.tif,3
HA04_11.tif,3
HA04_12.tif,2
HA04_13.tif,3
HA04_14.tif,3
HA04_15.tif,3
HA04_16.tif,3
HA04_17.tif,2
HA04_18.tif,1
HA04_19.tif,1
HA04_20.tif,1
HA04_21.tif,1
HA04_22.tif,1
HA04_23.tif,2
HA04_24.tif,1
HA04_25.tif,3
HA04_26.tif,3
HA04_27.tif,3
HA04_28.tif,3
HA04_29.tif,3
HA04_30.tif,2
HS04_01.tif,2
HS04_02.tif,2
HS04_03.tif,2
HS04_04.tif,2
HS04_05.tif,2
HS04_06.tif,2
HS04_07.tif,1
HS04_08.tif,1
HS04_09.tif,1
HS04_10.tif,1
HS04_11.tif,1
HS04_12.tif,1
HS04_13.tif,2
HS04_14.tif,1
HS04_15.tif,1
HS04_16.tif,1
HS04_17.tif,2
HS04_18.tif,2
HS04_19.tif,2
HS04_20.tif,2
HS04_21.tif,3
HS04_22.tif,2
HS04_23.tif,1
HS04_24.tif,1
HS04_25.tif,1
HS04_26.tif,2
HS04_27.tif,2
HS04_28.tif,2
HS04_29.tif,1
HS04_30.tif,2
KA04_01.tif,3
KA04_02.tif,3
KA04_03.tif,3
KA04_04.tif,3
KA04_05.tif,3
KA04_06.tif,3
KA04_07.tif,3
KA04_08.tif,3
KA04_09.tif,3
KA04_10.tif,3
KA04_11.tif,3
KA04_12.tif,2
KA04_13.tif,2
KA04_14.tif,2
KA04_15.tif,3
KA04_16.tif,2
KA04_17.tif,3
KA04_18.tif,2
KA04_19.tif,2
KA04_20.tif,1
KA04_21.tif,1
KA04_22.tif,1
KA04_23.tif,1
KA04_24.tif,1
KA04_25.tif,1
KA04_26.tif,1
KA04_27.tif,2
KA04_28.tif,2
KA04_29.tif,3
KA04_30.tif,3
KS04_01.tif,2
KS04_02.tif,2
KS04_03.tif,2
KS04_04.tif,2
KS04_05.tif,2
KS04_06.tif,1
KS04_07.tif,1
KS04_08.tif,2
KS04_09.tif,3
KS04_10.tif,3
KS04_11.tif,3
KS04_12.tif,2
KS04_13.tif,2
KS04_14.tif,1
KS04_15.tif,1
KS04_16.tif,2
KS04_17.tif,2
KS04_18.tif,2
KS04_19.tif,2
KS04_20.tif,2
KS04_21.tif,3
KS04_22.tif,2
KS04_23.tif,2
KS04_24.tif,3
KS04_25.tif,2
KS04_26.tif,3
KS04_27.tif,3
KS04_28.tif,2
KS04_29.tif,2
KS04_30.tif,1
PA04_01.tif,1
PA04_02.tif,1
PA04_03.tif,1
PA04_04.tif,1
PA04_05.tif,1
PA04_06.tif,1
PA04_07.tif,2
PA04_08.tif,1
PA04_09.tif,1
PA04_10.tif,1
PA04_11.tif,1
PA04_12.tif,2
PA04_13.tif,2
PA04_14.tif,1
PA04_15.tif,2
PA04_16.tif,3
PA04_17.tif,3
PA04_18.tif,3
PA04_19.tif,2
PA04_20.tif,2
PA04_21.tif,3
PA04_22.tif,3
PA04_23.tif,3
PA04_24.tif,2
